P,1161181,3,0
P,7119269,1,0
P,7119223,2,0
P,1934027,3,0
P,2139032,1,0
P,5817251,1,0
P,3891003,1,0
P,7468531,1,0
P,8399529,1,0
P,7468556,1,0
P,8821554,1,0
P,2072536,1,0
P,1954734,1,0
P,6742647,2,0
P,5818380,2,0
P,4579587,4,0
P,2366607,1,0
P,7199860,2,0
P,9035601,1,0
P,7226918,2,0
P,8489148,8,0
P,6725030,3,0
P,0566824,1,0
P,7161191,1,0
P,7143223,2,0
P,3413107,2,0
P,1956804,1,0
P,2916427,2,0
P,4438911,2,0
P,7133036,8,0
P,2393502,2,0
P,0017354,3,0
P,4617771,14,0
P,8114621,1,0
P,1735372,6,0
P,2004547,2,0
P,1008143,3,0
P,1723857,2,0
P,0683696,12,0
