CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,20251112,Bakery,1263755,,,,,,,50,0,,,,
91602987,2195,0,20251112,Bakery,4858587,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,6435380,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,5607194,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,4688660,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8457368,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,4390985,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,3791747,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,3737152,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8696528,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8910127,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,2559979,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8495343,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,1438993,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8600421,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,2825368,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,6318732,,,,,,,4,0,,,,
91602987,2195,0,20251112,Bakery,7196012,,,,,,,6,0,,,,
91602987,2195,0,20251112,Bakery,5614176,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,1084191,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,2096568,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,8630964,,,,,,,3,0,,,,
91602987,2195,0,20251112,Bakery,8630881,,,,,,,7,0,,,,
91602987,2195,0,20251112,Bakery,8630956,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,2377760,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,1030194,,,,,,,3,0,,,,
91602987,2195,0,20251112,Bakery,9128745,,,,,,,1,0,,,,
91602987,2195,0,20251112,Bakery,1027629,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,1132582,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,1268389,,,,,,,2,0,,,,
91602987,2195,0,20251112,Bakery,7536543,,,,,,,2,0,,,,
