CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
1602994,2195,0,20251121,Triphammer,2377760,,,,,,,8,0,,,,
1602994,2195,0,20251121,Triphammer,8600421,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,1438993,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,6426621,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,4688660,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,6435380,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,1138748,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,7196012,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,5614176,,,,,,,4,0,,,,
1602994,2195,0,20251121,Triphammer,1030192,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,0490508,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,1025722,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,0877506,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,7520950,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,3791747,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,1027629,,,,,,,20,0,,,,
1602994,2195,0,20251121,Triphammer,3427135,,,,,,,2,0,,,,
1602994,2195,0,20251121,Triphammer,8457368,,,,,,,4,0,,,,
1602994,2195,0,20251121,Triphammer,8255796,,,,,,,9,0,,,,
1602994,2195,0,20251121,Triphammer,6364494,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,4052171,,,,,,,1,0,,,,
1602994,2195,0,20251121,Triphammer,9546982,,,,,,,3,0,,,,
1602994,2195,0,20251121,Triphammer,7217979,,,,,,,7,0,,,,
