P,1161181,1,0
P,7119269,1,0
P,7119250,1,0
P,7119223,1,0
P,3125531,1,0
P,6596787,2,0
P,4754046,2,0
P,6822561,1,0
P,4579587,6,0
P,3270676,1,0
P,7011663,1,0
P,5855739,1,0
P,5818380,1,0
P,5833462,5,0
P,4736070,1,0
P,7620281,1,0
P,6889125,2,0
P,9035601,1,0
P,7226918,2,0
P,4828802,1,0
P,1700281,1,0
P,3413107,2,0
P,4171902,1,0
P,8114621,2,0
P,4438911,2,0
P,7133036,6,0
P,8415172,12,0
P,2393502,3,0
P,0017354,3,0
P,4617771,14,0
P,7975374,1,0
P,1390947,1,0
P,1735372,3,0
P,7199706,3,0
