Item Code,Quantity
2273316,4
227347-2,2
2273399,2
153498-1,3
153503-8,4
244849-6,8
223791-5,6
223894-7,5
223893-9,3
0327270,3
1109826,3
289446-7,3
289447-5,3
289448-3,2
289449-1,5
289451-7,2
030570-6,2
280264-3,3
280251-0,3
280261-9,1
2802668,2
2950202,4
0193292,1
0467480,1
2660215,1
2660207,1
0568592,1
2273464,4
289450-9,6
112599-6,1
2858603,1
252415-5,1
2014926,1
2014934,1
1265032,1
1265040,1
215786-5,1
283383-8,1
283382-0,1
0568717,1
2273266,4
285854-6,1
