P,3157690,1,0
P,4862819,1,0
P,7128077,1,0
P,7351430,1,0
P,4579587,6,0
P,7524051,1,0
P,5818380,1,0
P,6040760,1,0
P,5833462,2,0
P,4736070,1,0
P,5097738,1,0
P,7161191,2,0
P,7143223,1,0
P,3335504,1,0
P,4171902,2,0
P,7133036,6,0
P,7166892,1,0
P,8806275,1,0
P,6985683,1,0
P,6986178,1,0
P,0017354,2,0
P,4617771,12,0
P,6889125,2,0
P,4146874,1,0
P,2004547,4,0
P,6017263,5,0
P,1735372,6,0
P,4966146,1,0
P,2189819,9,0
P,4615704,2,0
P,1675859,1,0
P,6235501,8,0
P,3366998,1,0
P,1161181,3,0
P,7119250,2,0
P,7119223,1,0
P,7073742,7,0
P,7715362,1,0
P,7468531,1,0
P,3438393,1,0
P,8821554,1,0
P,3308014,1,0
P,0633186,1,0
P,0633226,1,0
P,2240376,1,0
