P,1161181,2,0
P,7119269,2,0
P,7119250,2,0
P,7119223,1,0
P,2139032,1,0
P,7468556,1,0
P,7468507,1,0
P,7468531,1,0
P,8821554,1,0
P,3438393,2,0
P,2240376,2,0
P,0633226,2,0
P,0633186,1,0
P,7937269,1,0
P,5756038,1,0
P,5756040,1,0
P,6742647,2,0
P,4309365,1,0
P,4617771,12,0
P,0017354,4,0
P,5833462,5,0
P,7143223,2,0
P,9035601,1,0
P,2536555,25,0
P,0566824,1,0
P,7133036,12,0
P,2393502,2,0
P,4438911,2,0
P,7226918,2,0
P,4943296,1,0
P,7770727,1,0
P,8489148,14,0
P,3270676,1,0
P,7161191,3,0
P,4500522,1,0
P,0683696,16,0
P,0668873,1,0
P,0669208,1,0
P,2004547,2,0
P,1290469,1,0
P,2416691,4,0
P,3855251,2,0
P,7917707,1,0
