P,7119269,1,0
P,7119250,2,0
P,7119223,2,0
P,2673867,1,0
P,3891003,1,0
P,8399529,1,0
P,3438393,1,0
P,9035601,1,0
P,8114621,1,0
P,0566824,1,0
P,5818380,1,0
P,1159946,1,0
P,7256054,2,0
P,7133036,6,0
P,8415172,6,0
P,4617771,16,0
P,7456025,2,0
P,4438911,2,0
P,0017354,3,0
P,5833462,3,0
P,4019139,1,0
P,4579587,6,0
P,7226918,2,0
P,4862819,1,0
P,7770727,2,0
P,5100474,1,0
P,7351430,1,0
P,3335504,1,0
P,7135261,1,0
P,2004547,2,0
P,1723857,3,0
P,2416691,2,0
P,4615704,1,0
P,6235501,3,0
P,0683696,12,0
P,4966146,1,0
P,1094721,1,0
