Item Code,Quantity
2802668,2
280251-0,2
030570-6,3
289451-7,10
289450-9,6
289449-1,6
289446-7,9
0584847,1
2940062,1
2012599,1
0899856,1
0501007,2
0681817,2
0445320,2
223791-5,3
223893-9,1
151758-0,2
113813-0,1
1551282,1
0921965,2
047216-7,2
236947-8,3
236948-6,2
236945-2,1
0431726,1
2198364,1
0102152,1
0695312,1
215786-5,1
275975-1,2
0327270,1
1109826,2
227347-2,1
2273316,2
