P,1161181,3,0
P,7119269,1,0
P,7119250,1,0
P,7119223,2,0
P,7468531,1,0
P,8399529,1,0
P,3438393,1,0
P,2072536,1,0
P,8821554,1,0
P,6596787,1,0
P,4344471,2,0
P,4579587,7,0
P,5818380,1,0
P,5833462,1,0
P,4736070,1,0
P,6889125,2,0
P,9035601,2,0
P,7226918,2,0
P,5054093,4,0
P,4828802,1,0
P,7161191,2,0
P,3335504,1,0
P,3413107,2,0
P,1956804,1,0
P,1159946,1,0
P,8114621,1,0
P,7770727,1,0
P,4438911,1,0
P,7133036,10,0
P,8415172,9,0
P,5106402,1,0
P,4240331,1,0
P,8180202,1,0
P,0017354,6,0
P,7456025,2,0
P,4617771,14,0
P,1735372,3,0
P,2004547,4,0
P,1008143,1,0
P,2416691,3,0
P,1420330,1,0
P,7152564,1,0
P,0683696,12,0
P,4966146,1,0
