CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,2/23/2025,Bakery,3591790,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,4858587,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,1138748,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,5607194,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,4688660,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,8457368,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,1132571,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8976417,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,1026184,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,3737152,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8696528,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8910127,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,7649528,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,8495343,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,1438993,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,8600421,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,6426621,,,,,,,4,0,,,
91602987,2195,0,2/23/2025,Bakery,7529232,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,5614176,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,9047468,,,,,,,10,0,,,
91602987,2195,0,2/23/2025,Bakery,8630881,,,,,,,5,0,,,
91602987,2195,0,2/23/2025,Bakery,1030194,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,7698844,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,1084191,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,1084184,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,5353834,,,,,,,3,0,,,
91602987,2195,0,2/23/2025,Bakery,8830949,,,,,,,5,0,,,
91602987,2195,0,2/23/2025,Bakery,7536543,,,,,,,3,0,,,
91602987,2195,0,2/23/2025,Bakery,6536544,,,,,,,1,0,,,
