P,7937269,1,0
P,2240263,1,0
P,0633226,1,0
P,1161181,2,0
P,7119615,1,0
P,7119284,2,0
P,7119250,2,0
P,7468507,1,0
P,8821554,1,0
P,6297394,1,0
P,4862819,1,0
P,4536991,2,0
P,4579587,11,0
P,7524051,1,0
P,7613284,2,0
P,7172870,1,0
P,4032991,1,0
P,5833462,3,0
P,9035601,2,0
P,7226918,1,0
P,8489148,6,0
P,0566824,1,0
P,7161191,2,0
P,7143223,2,0
P,3335504,1,0
P,3413107,1,0
P,4171902,1,0
P,8114621,1,0
P,2916427,2,0
P,7770727,1,0
P,4438911,3,0
P,4500522,1,0
P,7133036,6,0
P,6986178,2,0
P,6985683,3,0
P,7213975,3,0
P,0017354,3,0
P,7456025,2,0
P,4617771,15,0
P,2536555,20,0
P,1735372,2,0
P,2004547,6,0
P,1723857,2,0
P,7152564,2,0
P,0683696,15,0
