Item Code,Quantity
0193284,1
090142-1,1
1168293,1
0431726,1
248541-5,1
2273464,1
2273316,1
227347-2,1
2273399,1
289447-5,1
1858588,1
1858596,1
126506-5,1
20667-1,1
1855071,1
215786-5,1
286595-4,1
275975-1,1
0770859,1
044595-7,1
044593-2,1
