P,1161181,1,0
P,7119615,2,0
P,7119284,1,0
P,7119250,1,0
P,7119223,1,0
P,7468531,1,0
P,8399529,1,0
P,7468507,1,0
P,7468556,1,0
P,8821554,2,0
P,2072536,2,0
P,1954734,2,0
P,2240376,1,0
P,0633226,1,0
P,7937269,1,0
P,4006649,1,0
P,7917707,1,0
P,4309365,1,0
P,4579587,3,0
P,7011663,1,0
P,7524051,1,0
P,5818380,2,0
P,2366607,1,0
P,7199860,5,0
P,7226918,2,0
P,7143223,1,0
P,2284101,1,0
P,3413107,2,0
P,8114621,1,0
P,2916427,2,0
P,7770727,1,0
P,3617531,2,0
P,4438911,2,0
P,7213975,1,0
P,0017354,3,0
P,7456025,1,0
P,4617771,16,0
P,2393502,2,0
P,1735372,2,0
P,1008143,2,0
P,1723857,2,0
P,0683696,16,0
