P,7917707,1,0
P,4019139,1,0
P,4344471,3,0
P,5042650,1,0
P,5818380,1,0
P,5833462,1,0
P,7199860,1,0
P,9035601,2,0
P,7226918,2,0
P,8489148,4,0
P,4828802,1,0
P,7143223,1,0
P,3413107,2,0
P,4171902,1,0
P,3617531,1,0
P,4438911,2,0
P,4500522,1,0
P,7133036,6,0
P,7213975,2,0
P,7101552,2,0
P,0017354,1,0
P,4617771,6,0
P,1735372,4,0
P,2004547,2,0
P,1008143,1,0
P,1723857,2,0
P,0683696,8,0
P,1161181,1,0
P,7119615,1,0
P,7119269,2,0
P,7119250,1,0
P,7119223,1,0
P,7715362,2,0
P,4136768,1,0
P,8821554,1,0
P,2072536,1,0
P,1954734,2,0
