P,2004547,4,0
P,2219111,1,0
P,1008143,3,0
P,2416691,3,0
P,7152564,1,0
P,4966146,1,0
P,0683696,10,0
P,4072666,1,0
P,4579587,7,0
P,3270676,1,0
P,0128298,1,0
P,7524051,1,0
P,5818380,2,0
P,4032991,1,0
P,5833462,4,0
P,4736070,1,0
P,7256054,1,0
P,7226918,1,0
P,4828802,1,0
P,0566824,1,0
P,7135261,1,0
P,3413107,2,0
P,1956804,1,0
P,4171902,1,0
P,1159946,1,0
P,4438911,1,0
P,1719517,1,0
P,7133036,4,0
P,8415172,2,0
P,8806275,1,0
P,7213975,2,0
P,7101552,2,0
P,2393502,3,0
P,0017354,4,0
P,7456025,1,0
P,4617771,10,0
P,4754046,1,0
