"H","L0601","027","218248","IBProduce","5bffa965-3450-40f9-a432-3a66198309af-dbmgv2","C",,,,,,,,,,,,,,,,,,,,,
"F","SUPC","Case Qty","Split Qty","Code","Item Status","Replaced Item","Pack","Size","Unit","Brand","Mfr #","Desc","Cat","Case $","Split $","Per Lb","Market","Splittable","Splits","Min Split","Net Wt","Lead Time","Stock","Substitute","Agr",,
"P","1008168",,,,,,"1","12 CT","CT","PROPACK",,"Leek Bunch Fresh","Produce",49.95,,"N",,false,,0,20,,"STOCKED",,"N",,
"P","1723857",,,,,,"1","24 CT","CT","SYSCO/FRESHPOINT NATURAL",,"Lettuce Greens Leaf Fresh With Liner","Produce",23.63,,"N",,false,,0,23,,"STOCKED",,"N",,
"P","3758778",,,,,,"1","3 LB","LB","IMPERIAL FRESH",,"Mushrooms Shiitake Medium With Stems","Produce",32.73,,"N",,false,,0,3,,"STOCKED",,"N",,
"P","1182211",,,,,,"1","10LB","LB","IMPERIAL FRESH",,"Mushroom Medium Fresh","Produce",27.26,,"N",,false,,0,10.1,,"STOCKED",,"N",,
"P","8313967",,,,,,"1","25 LB","LB","IMPERIAL FRESH",,"Onion Red Jumbo Box","Produce",25.81,,"N",,false,,0,25,,"STOCKED",,"N",,
"P","1094721",,,,,,"1","50 LB","LB","IMPERIAL FRESH",,"Onion Yellow Jumbo Bag","Produce",22.76,,"N",,false,,0,50,,"STOCKED",,"N",,
"P","6846554",,,,,,"1","30 LB","LB","IMPERIAL FRESH",,"Onions Yellow Whole Peeled Jumbo","Produce",54.77,,"N",,false,,0,30,,"STOCKED",,"N",,
"P","7350788",,,,,,"4","2 LB","LB","IMPERIAL FRESH",,"Onion Green Iceless","Produce",25.7,7.72,"N",,true,,1,8.4,,"STOCKED",,"N",,
"P","2219111",,,,,,"4","1 LB","LB","IMPERIAL FRESH",,"Parsley Cleaned & Washed Fresh Herb","Produce",24.29,7.45,"N",,true,,1,4,,"STOCKED",,"N",,
"P","1745161",,,,,,"1","11 LB","LB","IMPERIAL FRESH",,"Pepper Bell Red Hothouse #1","Produce",24.77,,"N",,false,,0,11,,"STOCKED",,"N",,
"P","9927799",,,,,,"1","10 LB","LB","IMPERIAL FRESH",,"Pepper Jalapeno Fresh","Produce",18.49,,"N",,false,,0,10,,"STOCKED",,"N",,
"P","7413057",,,,,,"1","6 CT","CT","PROPACK",,"Pineapple Fresh Golden Ripe","Produce",21.15,,"N",,false,,0,12,,"STOCKED",,"N",,
"P","8481756",,,,,,"1","50 LB","LB","IMPERIAL FRESH",,"Potato Red A Size #1 Fresh","Produce",31.88,,"N",,false,,0,50,,"STOCKED",,"N",,
"P","1008465",,,,,,"1","50 LB","LB","IMPERIAL FRESH",,"Potato Baking Idaho 90 Count Fresh","Produce",21.59,,"N",,false,,0,50,,"STOCKED",,"N",,
"P","8474538",,,,,,"1","4 LB","LB","IMPERIAL FRESH",,"Spinach Baby Fresh","Produce",15.95,,"N",,false,,0,4,,"STOCKED",,"N",,
"P","3629433",,,,,,"1","3 LB","LB","IMPERIAL FRESH",,"Lettuce Spring Mix Conventional Pillow-packed","Produce",11.65,,"N",,false,,0,3,,"STOCKED",,"N",,
"P","4249389",,,,,,"12","2 LB","LB","SYSCO IMPERIAL",,"Pea Sugar Snap Grade A Usa","Frozen",77.75,,"N",,false,,0,24,,"STOCKED",,"N",,
"P","6017263",,,,,,"12","1 PT","PT","IMPERIAL FRESH",,"Tomato Grape Fresh","Produce",14.79,,"N",,false,,0,10,,"STOCKED",,"N",,
"P","9173196",,,,,,"1","4-5 CT","CT","PACKER",,"Melon Watermelon Seedless Fresh","Produce",59.33,,"N",,false,,0,70,,"STOCKED",,"N",,
"P","2036598",,,,,,"1","18-24#","LB","PROPACK",,"Squash Zucchini Small Fancy Fresh","Produce",24.95,,"N",,false,,0,25,,"STOCKED",,"N",,
"P","7410566",,,,,,"1","6 CT","CT","IMPERIAL FRESH",,"Grapefruit Ruby Red Fresh","Produce",15.79,,"N",,false,,0,6.5,,"STOCKED",,"N",,
"P","6359673",,,,"Phased Out",,"12","6 OZ","OZ","PACKER",,"Blueberries Fresh","Produce",39.99,,"N",,false,,0,4.5,,"NONSTOCK",,"N",,
"P","1182336",,,,,,"12",".5 PT","PT","PROPACK",,"Raspberry Red Fresh","Produce",46.79,,"N",,false,,0,5.5,,"STOCKED",,"N",,
"P","3342965",,,,,,"1","10 LB","LB","IMPERIAL FRESH",,"Tomato Fresh Mixed Medley","Produce",32.45,,"N",,false,,0,10,,"STOCKED",,"N",,
"P","1008382",,,,,,"1","10LB","LB","PROPACK",,"Peas Snow Fresh","Produce",33.55,,"N",,false,,0,10,,"STOCKED",,"N",,
"P","2005346",,,,,,"1","1 LB","LB","IMPERIAL FRESH",,"Oregano Fresh Herb","Produce",12.55,,"N",,false,,0,1,,"STOCKED",,"N",,
"P","1132050",,,,,,"1","3 LB","LB","IMPERIAL FRESH",,"Lettuce Fresh Tender Greens","Produce",12.29,,"N",,false,,0,3,,"STOCKED",,"N",,
"P","1132040",,,,,,"4","3 LB","LB","IMPERIAL FRESH",,"Lettuce Fresh Tender Greens","Produce",32.75,,"N",,false,,0,12,,"STOCKED",,"N",,
"P","1623131",,,,,,"1","12-15","CT","PROPACK",,"Melon Cantaloupe Fresh","Produce",79.49,,"N",,false,,0,40,,"STOCKED",,"N",,
"P","6042113",,,,,,"6","3 KILO","KG","ARREZZIO IMPERIAL",,"Pepper Red Strips Fire Roasted","Canned & Dry",70.55,,"N",,false,,0,35.25,,"STOCKED",,"N",,
