CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
11602976,2195,0,2025-07-25,Collegetown,1027629,,,,,,,8,0,,,,
11602976,2195,0,2025-07-25,Collegetown,7196012,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,5614176,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,2477933,,,,,,,4,0,,,,
11602976,2195,0,2025-07-25,Collegetown,7649528,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,8696528,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,8600421,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,8910127,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,2559979,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,6426621,,,,,,,2,0,,,,
11602976,2195,0,2025-07-25,Collegetown,3737152,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,1979665,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,9128745,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,4254710,,,,,,,3,0,,,,
11602976,2195,0,2025-07-25,Collegetown,3357597,,,,,,,2,0,,,,
11602976,2195,0,2025-07-25,Collegetown,0766931,,,,,,,1,0,,,,
11602976,2195,0,2025-07-25,Collegetown,1138748,,,,,,,3,0,,,,
11602976,2195,0,2025-07-25,Collegetown,1667864,,,,,,,4,0,,,,
