CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
1602994,2195,0,2025-10-10,Triphammer,7698844,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8600421,,,,,,,3,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8910127,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,2559979,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,6426621,,,,,,,4,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8495343,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,9128745,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8656480,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,4688660,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,5607194,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,6435380,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,4858587,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,7196012,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,5614176,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,3357597,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,4455234,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,7058803,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,1026184,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,3991049,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,1365278,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,0490508,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,7206874,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,7520950,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,1035842,,,,,,,2,0,,,,
1602994,2195,0,2025-10-10,Triphammer,3737152,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,7722184,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,5420690,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,2212975,,,,,,,3,0,,,,
1602994,2195,0,2025-10-10,Triphammer,3275539,,,,,,,3,0,,,,
1602994,2195,0,2025-10-10,Triphammer,1025103,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8255796,,,,,,,6,0,,,,
1602994,2195,0,2025-10-10,Triphammer,6364494,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,4052171,,,,,,,1,0,,,,
1602994,2195,0,2025-10-10,Triphammer,9546982,,,,,,,4,0,,,,
1602994,2195,0,2025-10-10,Triphammer,8457368,,,,,,,2,0,,,,
