CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
1602994,2195,0,20260401,Triphammer,9546982,,,,,,,4,0,,,,
1602994,2195,0,20260401,Triphammer,2326429,,,,,,,4,0,,,,
1602994,2195,0,20260401,Triphammer,2054542,,,,,,,3,0,,,,
1602994,2195,0,20260401,Triphammer,2006567,,,,,,,2,0,,,,
1602994,2195,0,20260401,Triphammer,1028519,,,,,,,8,0,,,,
1602994,2195,0,20260401,Triphammer,7058803,,,,,,,2,0,,,,
1602994,2195,0,20260401,Triphammer,9047468,,,,,,,6,0,,,,
1602994,2195,0,20260401,Triphammer,8457368,,,,,,,2,0,,,,
1602994,2195,0,20260401,Triphammer,1365278,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,8374787,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,2477933,,,,,,,5,0,,,,
1602994,2195,0,20260401,Triphammer,1030192,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,0490508,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,7520950,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,1027629,,,,,,,8,0,,,,
1602994,2195,0,20260401,Triphammer,1035842,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,6432884,,,,,,,3,0,,,,
1602994,2195,0,20260401,Triphammer,3275539,,,,,,,2,0,,,,
1602994,2195,0,20260401,Triphammer,2739175,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,1028188,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,4287090,,,,,,,8,0,,,,
1602994,2195,0,20260401,Triphammer,6364494,,,,,,,1,0,,,,
1602994,2195,0,20260401,Triphammer,4890026,,,,,,,5,0,,,,
