CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,20260826,Bakery,8696528,,,,,,,2,0,,,,
91602987,2195,0,20260826,Bakery,8600421,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,2477933,,,,,,,15,0,,,,
91602987,2195,0,20260826,Bakery,3357597,,,,,,,3,0,,,,
91602987,2195,0,20260826,Bakery,5614176,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,7132137,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,6435380,,,,,,,2,0,,,,
91602987,2195,0,20260826,Bakery,5607194,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,4688660,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,8457368,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,9176843,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,7863400,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,3791747,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,3737152,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,2825368,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,9192185,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,7196012,,,,,,,3,0,,,,
91602987,2195,0,20260826,Bakery,9047468,,,,,,,10,0,,,,
91602987,2195,0,20260826,Bakery,2096568,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,1089599,,,,,,,3,0,,,,
91602987,2195,0,20260826,Bakery,1659526,,,,,,,4,0,,,,
91602987,2195,0,20260826,Bakery,6432884,,,,,,,3,0,,,,
91602987,2195,0,20260826,Bakery,1027629,,,,,,,6,0,,,,
91602987,2195,0,20260826,Bakery,2739175,,,,,,,1,0,,,,
91602987,2195,0,20260826,Bakery,5353834,,,,,,,4,0,,,,
91602987,2195,0,20260826,Bakery,1268389,,,,,,,4,0,,,,
