CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91669093,2195,0,20260403,Syracuse,1204361,,,,,,,1,0,,,,
91669093,2195,0,20260403,Syracuse,5488748,,,,,,,2,0,,,,
91669093,2195,0,20260403,Syracuse,7698844,,,,,,,1,0,,,,
91669093,2195,0,20260403,Syracuse,1659526,,,,,,,12,0,,,,
91669093,2195,0,20260403,Syracuse,1089599,,,,,,,2,0,,,,
91669093,2195,0,20260403,Syracuse,7132137,,,,,,,3,0,,,,
91669093,2195,0,20260403,Syracuse,7196012,,,,,,,4,0,,,,
91669093,2195,0,20260403,Syracuse,6432884,,,,,,,4,0,,,,
91669093,2195,0,20260403,Syracuse,1027629,,,,,,,6,0,,,,
91669093,2195,0,20260403,Syracuse,2825368,,,,,,,2,0,,,,
91669093,2195,0,20260403,Syracuse,2477933,,,,,,,18,0,,,,
91669093,2195,0,20260403,Syracuse,1030194,,,,,,,1,0,,,,
91669093,2195,0,20260403,Syracuse,2945517,,,,,,,1,0,,,,
91669093,2195,0,20260403,Syracuse,3357597,,,,,,,5,0,,,,
