P,7338945,1,0
P,7119615,1,0
P,7119269,2,0
P,7119250,2,0
P,5756060,1,0
P,5756038,1,0
P,2517447,1,0
P,4006649,1,0
P,3891003,1,0
P,7613284,2,0
P,4617771,12,0
P,7456025,4,0
P,1592336,2,0
P,5833462,3,0
P,3656230,1,0
P,1589290,10,0
P,7143223,2,0
P,9035601,2,0
P,1956804,1,0
P,2536555,30,0
P,2916427,2,0
P,8114621,1,0
P,5682919,1,0
P,7256054,4,0
P,7133036,10,0
P,2393502,4,0
P,7524051,1,0
P,4019139,1,0
P,4171902,1,0
P,7213975,1,0
P,7770727,1,0
P,3617531,1,0
P,7172870,1,0
P,4117063,2,0
P,7161191,2,0
P,7081644,1,0
P,3335504,1,0
P,1735372,2,0
P,1094663,1,0
P,1094721,2,0
P,8367371,3,0
P,0683696,12,0
P,7152564,1,0
