P,7937269,1,0
P,2240376,2,0
P,7119615,2,0
P,7119269,1,0
P,7119250,2,0
P,4136768,1,0
P,7468507,1,0
P,3438393,1,0
P,8821554,1,0
P,7613284,2,0
P,4032991,1,0
P,6889125,1,0
P,4617771,15,0
P,7456025,4,0
P,0017354,6,0
P,1589290,8,0
P,7081642,1,0
P,1956804,1,0
P,2536555,30,0
P,2916427,3,0
P,0566824,1,0
P,7256054,2,0
P,7133036,10,0
P,4438911,3,0
P,4828802,2,0
P,7524051,1,0
P,4171902,1,0
P,4579587,8,0
P,3157690,1,0
P,3617531,2,0
P,8489148,8,0
P,7820321,4,0
P,7108577,1,0
P,7161191,1,0
P,3335504,1,0
P,1735372,4,0
P,8367371,3,0
P,0683696,10,0
P,0527952,2,0
